region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Alberta,2022-02-01,,estimate,0.206437483719019,0.209066646160012,0.0435288890906054,0.143106491063662,0.178158543635683,0.195479660835873,0.218078080831927,0.236324957344651,0.284991442050907
Alberta,2022-02-02,,estimate,0.164715690521184,0.166105942477466,0.0362423082001328,0.109930015503295,0.141269051533673,0.155853272469037,0.173646356570677,0.189064145355125,0.228297324540384
Alberta,2022-02-03,,estimate,0.125101008210755,0.126057149708247,0.0355554292215107,0.0681984750645983,0.102809566438492,0.11665971615977,0.133294334030581,0.148816557727172,0.186100529631996
Alberta,2022-02-04,,estimate,0.089378714366777,0.0892783936687651,0.0379228605820087,0.0256555787108888,0.0646642936932099,0.0803223214018347,0.0978755401777515,0.114413601980916,0.151635818257875
Alberta,2022-02-05,,estimate,0.0560624955463344,0.0560222421130548,0.0408024588474262,-0.0134472351193156,0.0300558249034132,0.0473848082439015,0.0667120650273074,0.0830398172328626,0.12326828471931
Alberta,2022-02-06,,estimate,0.0267402960684588,0.0264282107714686,0.0431213591741343,-0.0467849098084206,-0.00148061212871755,0.0173852358564128,0.0373404578791017,0.0566370872940901,0.0966653078853615
Alberta,2022-02-07,,estimate,0.000860203958209527,0.000528193724910184,0.0445681079551524,-0.0737248177387798,-0.0291529696217046,-0.00951391532278969,0.0122292826039314,0.0321934158254178,0.0725446887588625
Alberta,2022-02-08,,estimate,-0.0211295397382531,-0.0217372444916475,0.0451311569469576,-0.0965708854326819,-0.0523294383355131,-0.0323850422872516,-0.00981087636533681,0.00943990468783771,0.0520557587796586
Alberta,2022-02-09,,estimate,-0.0393024327411061,-0.0404966820618074,0.0449093380100133,-0.115610696483801,-0.0708402970564434,-0.0509247212179972,-0.028057797194987,-0.00938071702068078,0.0325017029712226
Alberta,2022-02-10,,estimate,-0.0546883848576863,-0.0559251628660058,0.0440409143830554,-0.132019762855959,-0.0863607634331617,-0.0662669061512911,-0.0437342656252743,-0.0256179959176502,0.0161107578196822
Alberta,2022-02-11,,estimate,-0.0672365942442155,-0.0682249693866068,0.04267749799908,-0.141181148861596,-0.0980212243964952,-0.0782731242918293,-0.0570828219250087,-0.0389137964455789,0.00251556356162362
Alberta,2022-02-12,,estimate,-0.0764232067766704,-0.0776116770572514,0.0409748506706999,-0.14702160149239,-0.105337116596346,-0.0874921507803649,-0.0666896683536008,-0.049516577791523,-0.00996301803270586
Alberta,2022-02-13,,estimate,-0.0833212523202727,-0.0843055399618646,0.0390895430563311,-0.149432058701029,-0.109489101039024,-0.0934930836852886,-0.0733525068474931,-0.0577782639634135,-0.0207592206738867
Alberta,2022-02-14,,estimate,-0.0881737673532534,-0.0885271909490648,0.0371774339334474,-0.151334148522632,-0.113270984680453,-0.0969303423068837,-0.0782163711355116,-0.0630480081911912,-0.0290440213273252
Alberta,2022-02-15,,estimate,-0.0902077113767544,-0.0904962988850302,0.0353940086541915,-0.149906908322686,-0.113409914411577,-0.098601144644707,-0.0807811589393134,-0.0671129459153502,-0.0343774152167175
Alberta,2022-02-16,,estimate,-0.0909144220482991,-0.0904320642320776,0.0338979837873392,-0.148771363941281,-0.111669753502427,-0.0985477110459736,-0.0811246896429253,-0.0675517617328717,-0.0370283999205058
Alberta,2022-02-17,,estimate,-0.089091308242962,-0.0885549732040145,0.0328553937236481,-0.14421967798813,-0.109762144816053,-0.0967543921135397,-0.0803300618128414,-0.0657679977936078,-0.0350586434857896
Alberta,2022-02-18,,estimate,-0.0857912403733687,-0.0850896482916042,0.0324315061762447,-0.139044318092219,-0.107064205048111,-0.0935194887140316,-0.0769199159929761,-0.0635001518069245,-0.0313060889344297
Alberta,2022-02-19,,estimate,-0.0817123496916799,-0.0802685298937375,0.0327538245089737,-0.132530810433546,-0.101463619851434,-0.0890334185697683,-0.0735577857454564,-0.0597600901176022,-0.0239935368095348
Alberta,2022-02-20,,estimate,-0.0767961783891004,-0.0743354726617333,0.0338505107607028,-0.125911248490608,-0.0964627609954496,-0.0837649813241387,-0.0686404751104622,-0.0539048846625923,-0.0162283383542741
Alberta,2022-02-21,,estimate,-0.0708966797912554,-0.0675476743268704,0.0356065952085185,-0.120654478532114,-0.0903563013910527,-0.0778953819868736,-0.0624020284593266,-0.0474731958860393,-0.00659161279454378
Alberta,2022-02-22,,estimate,-0.0636885015435889,-0.0601744073053651,0.037781303243758,-0.115255707507129,-0.0854201089494476,-0.0713944394578133,-0.0561420895148563,-0.0392060124583366,0.00527938516802963
Alberta,2022-02-23,,estimate,-0.0571247990223748,-0.0524919727775994,0.0400760108111764,-0.108774598976786,-0.0795388894591526,-0.0652306529731354,-0.0482537107295759,-0.0314497816398827,0.0165670164937155
Alberta,2022-02-24,,estimate,-0.0496687102475692,-0.0447754810350522,0.0422039354258408,-0.103567255352859,-0.073393971737601,-0.0584494554921708,-0.0403789037716582,-0.0228200134829501,0.0289458373337297
Alberta,2022-02-25,,estimate,-0.0423407482327418,-0.0372886909859552,0.0439328791167786,-0.0983950066189046,-0.0669690590975304,-0.0521452307798981,-0.0324812540146605,-0.0132110786411199,0.0404603993940488
Alberta,2022-02-26,,estimate,-0.0355926445937449,-0.0302731454655495,0.0451077731706826,-0.0937427643715055,-0.0603303215775922,-0.0457254069360647,-0.0253110528007564,-0.00510641162247121,0.0508422239558659
Alberta,2022-02-27,,estimate,-0.0295225888452623,-0.0239377114372308,0.0456677636654902,-0.0900080177656944,-0.0553796719475176,-0.038978878223435,-0.0184160094965475,0.00318353179231939,0.0558156728190829
Alberta,2022-02-28,,estimate,-0.0236693953077076,-0.0184496782319649,0.045659370446412,-0.086743686968581,-0.0508261474165143,-0.0340039088377958,-0.0118428349510953,0.00892334639291937,0.0600073204324195
Alberta,2022-03-01,,estimate,-0.018974425542463,-0.0139286319048973,0.0452356474290303,-0.0819141618333569,-0.0464286940215213,-0.0289879524839324,-0.00681248456041805,0.013854628624318,0.0651213855528379
Alberta,2022-03-02,,estimate,-0.0138083356810344,-0.0104441057531723,0.0446307283097706,-0.0781632137686921,-0.0422958786385649,-0.025312349534755,-0.00184817359146437,0.0175443007173547,0.0675730120697037
Alberta,2022-03-03,,estimate,-0.0109265176249594,-0.00801736248336057,0.044107044335232,-0.0763921983776142,-0.0399152662707597,-0.0217655688215432,0.00103447124066972,0.0190263475064936,0.0697815883016675
Alberta,2022-03-04,,estimate,-0.00929418877747496,-0.00662672754435846,0.0438851820577414,-0.0739090531722302,-0.0381311735115079,-0.0191586431932126,0.0025673696568732,0.0207260576564283,0.0702383869404401
Alberta,2022-03-05,,estimate,-0.00832605148191333,-0.00621503946377022,0.0440804028999366,-0.0743560836441957,-0.0370514587134001,-0.0190822002069821,0.00328923740559558,0.0210423741653519,0.0689227609910622
Alberta,2022-03-06,,estimate,-0.00836012167454681,-0.00669743617516146,0.0446750864290259,-0.0756073755138955,-0.0377208992430932,-0.0188891325317239,0.00255669222375455,0.0205852012521773,0.0712375790389653
Alberta,2022-03-07,,estimate,-0.00926914666831894,-0.00796806837931822,0.0455413220030309,-0.0797473091301861,-0.039066263577867,-0.0203098308222997,0.00164510848333963,0.0205521412995779,0.0690416854458928
Alberta,2022-03-08,,estimate,-0.0112318915913767,-0.00990525391450387,0.0465000309802361,-0.0835695605866862,-0.0418227579998203,-0.0223866102636288,0.000668308506491637,0.0199324557153925,0.0656267982918151
Alberta,2022-03-09,,estimate,-0.0130116826057881,-0.0123755594717604,0.047385904691143,-0.0877977015394025,-0.0444391483177079,-0.0249197864619193,-0.00188669256402646,0.0185581940586439,0.0631605945093471
Alberta,2022-03-10,,estimate,-0.0147400150756889,-0.0152377422604271,0.0480921830965019,-0.0935079381585773,-0.0471166532148921,-0.0276931809931226,-0.00410642739101482,0.0163617202523985,0.0607186047879255
Alberta,2022-03-11,,estimate,-0.0182625150297865,-0.0183471441133611,0.0485875412411668,-0.0981984065811611,-0.0499374143496689,-0.0298311459666602,-0.00667594516807031,0.0128108336976464,0.0589765228113879
Alberta,2022-03-12,,estimate,-0.021331978653067,-0.0215603309717166,0.0489152392609768,-0.102558220260006,-0.0532338264063555,-0.0337379124104849,-0.0098511413364841,0.00974795695256563,0.0580786856981022
Alberta,2022-03-13,,estimate,-0.0248134272643781,-0.0247392240033331,0.04919022544824,-0.105381586305194,-0.0562475402195851,-0.0373533038599177,-0.013262255483941,0.00668326055292398,0.0557936126255956
Alberta,2022-03-14,,estimate,-0.0279283592154519,-0.0277541391882948,0.0496000531575056,-0.108166023659733,-0.0588229645231125,-0.041132071775095,-0.015628362891648,0.00417658807109879,0.0529863345629747
Alberta,2022-03-15,,estimate,-0.031202499390485,-0.030485835183958,0.0504008868290371,-0.111297393437621,-0.0624985875031099,-0.0437873552871854,-0.0181909780801422,0.00189585148974963,0.0543122382004647
Alberta,2022-03-16,,estimate,-0.0326061828653275,-0.0328272373646561,0.0518940132813106,-0.117634839613718,-0.0666790850049437,-0.0451622745292128,-0.020107532365236,4.11714395302961e-05,0.0527005350471489
Alberta,2022-03-17,,estimate,-0.0341818697204458,-0.0346854749400717,0.0543771022251811,-0.123202605173383,-0.0695820607494751,-0.0463959392688769,-0.0215905493612823,-0.000535357528062941,0.0565785853950267
Alberta,2022-03-18,,estimate,-0.0357816667268877,-0.0359842289808873,0.0580852876701669,-0.131037636280795,-0.0738531821393352,-0.0491177091924173,-0.0219283627598193,0.0023110428446405,0.0631728562217878
Alberta,2022-03-19,,estimate,-0.0362200834554318,-0.0366655831809467,0.0631532954467493,-0.140087395888187,-0.0778411898464237,-0.0517840586020861,-0.0214392707005071,0.00421550630282698,0.0692356863034424
